Source title,CiteScore,SNIP,SJR,PC1_score,impact_index,tier
Asian and African Studies,0.7,1.177,0.181,-0.6827098153957786,0.6836952777447624,C: Acceptable
Ethics and Social Welfare,1.7,0.721,0.404,-0.682828964532443,0.6832589905022222,C: Acceptable
Sustainable Engineering and Innovation,1.7,0.82,0.306,-0.6832835750560163,0.6815943475403677,C: Acceptable
Asian Politics and Policy,2.4,0.674,0.29,-0.6845597034046099,0.6769215606959017,C: Acceptable
International Journal of Human Rights in Healthcare,2.9,0.535,0.314,-0.6846602479351079,0.676553397760009,C: Acceptable
Journal of Sufi Studies,0.9,1.003,0.303,-0.6851456277726067,0.674776087098638,C: Acceptable
Journal of Education Culture and Society,2.1,0.708,0.323,-0.6851909043673431,0.6746102982291409,C: Acceptable
"Journal of Law, Religion and State",2.3,0.751,0.234,-0.6862932609722638,0.6705738096995498,C: Acceptable
Culture and Evolution,2.8,0.459,0.408,-0.6865811705461587,0.669519573994517,C: Acceptable
Generos,1.7,0.878,0.242,-0.6875793854729378,0.6658644200415909,C: Acceptable
Recreational Sports Journal,1.8,0.713,0.38,-0.6885688973106706,0.6622411341057389,C: Acceptable
Physical Education Theory and Methodology,2.7,0.57,0.318,-0.6886809828699236,0.6618307114963601,C: Acceptable
Notes and Records,1.4,0.958,0.229,-0.6887061075762917,0.6617387126017997,C: Acceptable
Critical and Radical Social Work,2.2,0.603,0.396,-0.6898859338707838,0.6574185540583948,C: Acceptable
"International Perspectives in Psychology: Research, Practice, Consultation",2.8,0.513,0.346,-0.6920575664655075,0.6494667079679742,C: Acceptable
"Historia, Instituciones, Documentos",0.5,1.174,0.21,-0.6942750897118611,0.6413468245218626,C: Acceptable
Journal of Water and Environmental Nanotechnology,3.1,0.453,0.333,-0.6948173112281277,0.639361377234535,C: Acceptable
Names,1.2,0.896,0.323,-0.6959647992767436,0.6351596313336124,C: Acceptable
Muslim World Journal of Human Rights,1.8,0.896,0.188,-0.6960467440121306,0.6348595750877718,C: Acceptable
Indo-European Linguistics,0.9,1.18,0.11,-0.696841701322235,0.6319486875860079,C: Acceptable
Ethnohistory,0.6,1.137,0.219,-0.6972552801329961,0.6304342900505214,C: Acceptable
Palliative Medicine Reports,1.6,0.689,0.434,-0.6974606068593338,0.6296824471604977,C: Acceptable
"Physical Culture and Sport, Studies and Research",2.2,0.63,0.357,-0.6975188290195131,0.6294692556390944,C: Acceptable
Public and Municipal Finance,3.3,0.485,0.252,-0.6976366850931436,0.6290377031929726,C: Acceptable
Philosophy of the Social Sciences,1.4,0.796,0.372,-0.6985859172094162,0.6255619091240204,C: Acceptable
New German Critique,0.5,1.18,0.197,-0.6986225829445392,0.6254276505559743,C: Acceptable
Nordic Journal of Migration Research,1.5,0.773,0.372,-0.6986577326693197,0.6252989431483515,C: Acceptable
Journal of Dance Education,1.6,0.807,0.316,-0.6987317263070124,0.6250280013601173,C: Acceptable
Ethics and Bioethics (in Central Europe),1.2,0.997,0.219,-0.6988883027922628,0.6244546667568722,C: Acceptable
Intervention,2.7,0.452,0.416,-0.6996466063948824,0.6216779937816677,C: Acceptable
International Studies in Catholic Education,1,0.925,0.332,-0.7005327381679362,0.6184332536298229,C: Acceptable
Journal of Comparative Psychology,2.5,0.543,0.368,-0.7018232358628823,0.6137078506886501,C: Acceptable
"AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali",4.6,0.282,0.151,-0.7026636028911263,0.6106306868607098,C: Acceptable
American Indian and Alaska Native Mental Health Research,2.3,0.518,0.436,-0.7027502902806219,0.6103132644841419,C: Acceptable
Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University,1.9,0.703,0.344,-0.7028530057723262,0.6099371521605752,C: Acceptable
Experimental Results,2.3,0.748,0.209,-0.703392384537829,0.6079621141462535,C: Acceptable
PNA,1.4,0.849,0.312,-0.703439703781424,0.6077888457291667,C: Acceptable
Open Research Europe,2,0.646,0.376,-0.7037822407733827,0.6065345813352037,C: Acceptable
"Journal of Agriculture, Food Systems, and Community Development",2.5,0.529,0.376,-0.7053434479727456,0.600817924017224,C: Acceptable
Prison Journal,1.6,0.755,0.356,-0.7055136177577196,0.6001948149597156,C: Acceptable
"Law, Technology and Humans",2.2,0.717,0.258,-0.7057980560907912,0.5991532898636674,C: Acceptable
Al-'Adalah,1.4,0.784,0.372,-0.705798696608489,0.5991509444862017,C: Acceptable
European Review of Latin American and Caribbean Studies,1.3,0.882,0.297,-0.7065347960517712,0.5964555762667132,C: Acceptable
Arab Studies Quarterly,1.1,1.082,0.143,-0.7080500837331721,0.5909070620039938,C: Acceptable
Vienna Yearbook of Population Research,2.3,0.557,0.387,-0.7092887775165972,0.5863713489451233,C: Acceptable
"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia",0.4,0.995,0.383,-0.7097705674230353,0.5846071834996323,C: Acceptable
OEconomia,0.8,0.971,0.316,-0.7101785016262391,0.5831134547691021,C: Acceptable
Journal of Law and Courts,2.2,0.558,0.407,-0.7102036479823562,0.5830213765998646,C: Acceptable
Zygon,1,0.901,0.339,-0.7106754369256586,0.5812938315844612,C: Acceptable
Participatory Educational Research,2.1,0.65,0.334,-0.7133224628279111,0.5716012424129737,C: Acceptable
Revista de Artes Marciales Asiaticas,1.9,0.689,0.34,-0.713715263665772,0.5701629273801055,C: Acceptable
Revista Espanola de Sociologia,1.5,0.782,0.338,-0.714050611173499,0.5689349886510912,C: Acceptable
Analyse und Kritik,2,0.773,0.234,-0.7143278672389218,0.5679197627950994,C: Acceptable
International Journal of Tourism Anthropology,2.4,0.559,0.354,-0.7145245951332844,0.5671994061650395,C: Acceptable
Studies in Science of Science,1.5,0.771,0.348,-0.7145439541363303,0.5671285194906271,C: Acceptable
Politikon,2.1,0.766,0.218,-0.7145720378781717,0.5670256855244635,C: Acceptable
"Greek, Roman and Byzantine Studies",0.4,1.25,0.124,-0.7149648266883942,0.5655874145330823,C: Acceptable
International Journal of Human Movement and Sports Sciences,2.7,0.576,0.269,-0.7150546134533492,0.5652586432033402,C: Acceptable
Mediterranea,0.6,1.223,0.105,-0.7153131293836749,0.564312037918972,C: Acceptable
Social Identities,1.8,0.711,0.337,-0.716080024601687,0.5615039051086946,C: Acceptable
Tulsa Studies in Womens Literature,0.5,1.227,0.121,-0.7168721535941933,0.5586033740301528,C: Acceptable
Pastoral Psychology,1.6,0.665,0.425,-0.7173926999951662,0.5566972943030776,C: Acceptable
Zeitschrift fur Vergleichende Politikwissenschaft,2.3,0.626,0.303,-0.7192096164570062,0.5500443088492738,C: Acceptable
Violence and Victims,1.7,0.561,0.499,-0.7208748274000524,0.543946822027903,C: Acceptable
"French Politics, Culture and Society",0.7,1.095,0.199,-0.7209840726140692,0.5435467998832331,C: Acceptable
International Journal of Energy Production and Management,2.8,0.485,0.326,-0.7211241280359817,0.5430339602979904,C: Acceptable
Journal of Long-Term Care,2.2,0.494,0.452,-0.7211391330889768,0.5429790164404127,C: Acceptable
Forensic Anthropology,2.2,0.589,0.358,-0.7215506548177136,0.5414721513022998,C: Acceptable
Ikala,1.5,0.822,0.286,-0.7218235449054473,0.5404729123046296,C: Acceptable
Journal of Transportation Security,2.6,0.609,0.247,-0.7224325657641197,0.5382428665106103,C: Acceptable
International Criminal Law Review,1.5,0.741,0.364,-0.7227865082559024,0.5369468387081385,C: Acceptable
Museum and Society,1.4,0.774,0.354,-0.7228224147830902,0.5368153601244535,C: Acceptable
Biodemography and Social Biology,1.7,0.694,0.365,-0.7229193669770002,0.5364603512127369,C: Acceptable
Journal of Education and e-Learning Research,2.4,0.611,0.288,-0.7236504695470061,0.5337832799958457,C: Acceptable
Assessment for Effective Intervention,2.3,0.57,0.35,-0.7241129076669812,0.5320899747998746,C: Acceptable
Journal of Ethnology and Folkloristics,1.1,0.907,0.288,-0.7245200634180287,0.5305990965200841,C: Acceptable
Mana: Estudos de Antropologia Social,0.7,1.024,0.261,-0.7257257808434069,0.526184132672866,C: Acceptable
Canadian Studies in Population,2.4,0.549,0.344,-0.7266536161188304,0.522786687209321,C: Acceptable
Journal of Cultural Geography,1.7,0.794,0.26,-0.7270557725910738,0.5213141147404257,C: Acceptable
Indian Journal of Human Development,1.6,0.805,0.27,-0.7280783650439243,0.5175696978358122,C: Acceptable
Kuwait Journal of Science,2.5,0.619,0.25,-0.7283390832073161,0.5166150286559031,C: Acceptable
American Quarterly,0.7,0.938,0.341,-0.728470394646212,0.5161342068287909,C: Acceptable
Terra Economicus,2.3,0.645,0.269,-0.7285918454619581,0.5156894915501956,C: Acceptable
HAU: Journal of Ethnographic Theory,1.1,0.832,0.355,-0.7286068457038979,0.5156345653092126,C: Acceptable
Political Science,1.4,0.773,0.345,-0.7289300140706998,0.5144512228228524,C: Acceptable
Baltic Journal of Health and Physical Activity,1.9,0.561,0.44,-0.7294678623926942,0.5124817888187386,C: Acceptable
Acta Linguistica Academica,1.2,0.972,0.193,-0.7298226924047599,0.5111825111918215,C: Acceptable
South Asian History and Culture,1.4,0.879,0.239,-0.730071867133869,0.5102701104936964,C: Acceptable
Journal of the Southwest,0.3,1.239,0.131,-0.7310463594854406,0.5067018212652067,C: Acceptable
Journal of Labor and Society,2.1,0.663,0.292,-0.7312057787214544,0.506118077388957,C: Acceptable
Oriente Moderno,0.9,1.085,0.147,-0.7313048970655154,0.5057551367061615,C: Acceptable
Journal of Digital Media and Policy,2.4,0.52,0.363,-0.7324595938425842,0.5015269946739114,C: Acceptable
Contemporary Jewry,1.1,0.779,0.398,-0.7341542906586321,0.49532153971625387,C: Acceptable
Revista Brasileira de Estudos de Populacao,1.9,0.72,0.275,-0.7348516648792394,0.4927679712704822,C: Acceptable
Caucasus Survey,1.3,0.825,0.304,-0.736512638156944,0.4866860014673494,C: Acceptable
Creativity,2.4,0.519,0.357,-0.736731681684298,0.48588393189957174,C: Acceptable
"Citizenship, Social and Economics Education",2.2,0.7,0.224,-0.7368186232929615,0.485565578651133,C: Acceptable
Revista Cientifica General Jose Maria Cordova,1.4,0.842,0.264,-0.7370153415652133,0.4848452572542631,C: Acceptable
Adoption Quarterly,1.5,0.77,0.312,-0.7371711564370007,0.48427471144367695,C: Acceptable
Media History,1.1,0.997,0.178,-0.737726304274489,0.48224193197082205,C: Acceptable
Literature Compass,0.6,1.13,0.159,-0.738172963700368,0.48060640346657385,C: Acceptable
Brumal,0.4,1.034,0.298,-0.7383351920097583,0.48001237363348204,C: Acceptable
Chungara,1.1,0.823,0.346,-0.7395229645908896,0.4756631182490648,C: Acceptable
Hipogrifo,0.5,1.065,0.24,-0.741436054794483,0.46865797433428513,C: Acceptable
Childhood in the Past,1.4,0.763,0.334,-0.7416708722048779,0.46779814569137934,C: Acceptable
Journal for the Cognitive Science of Religion,2.2,0.568,0.344,-0.7427387388469373,0.4638879487255659,C: Acceptable
Poverty and Public Policy,1.7,0.749,0.278,-0.7430906266622233,0.46259944451217055,C: Acceptable
Papers,1.6,0.748,0.299,-0.7445957898791958,0.45708800290302903,C: Acceptable
Anthropology of Work Review,1.8,0.67,0.33,-0.7450065475889422,0.4555839353658716,C: Acceptable
Qualitative Research in Education,2,0.662,0.292,-0.7455595220596967,0.4535591140889878,C: Acceptable
Revista Brasileira de Historia,0.7,0.993,0.259,-0.7455824685882755,0.4534750910069934,C: Acceptable
Historical Materialism,1.1,0.832,0.327,-0.7457382858655905,0.45290453638810985,C: Acceptable
ABAC Journal,3.2,0.436,0.242,-0.7469599175139959,0.44843129958419176,C: Acceptable
Social Analysis,1.9,0.541,0.431,-0.746995695728836,0.4483002908405907,C: Acceptable
Philosophies,1.4,0.803,0.286,-0.7469964573422987,0.44829750204793267,C: Acceptable
Finance and Society,1.5,0.603,0.46,-0.7469971050765796,0.4482951302455746,C: Acceptable
Arkheologiia Evraziiskikh Stepei,0.4,0.707,0.605,-0.7470494260045063,0.44810354720929474,C: Acceptable
East/West: Journal of Ukrainian Studies,1.4,0.944,0.147,-0.747291663063024,0.44721655011254424,C: Acceptable
Immigrants and Minorities,1.3,0.976,0.138,-0.7473167973915028,0.4471245159847938,C: Acceptable
Journal of General Music Education,0.8,0.873,0.351,-0.7476685665165516,0.44583644637829334,C: Acceptable
Civitas,0.6,0.959,0.311,-0.7479558235451104,0.444784600092213,C: Acceptable
Psicoperspectivas,1.6,0.721,0.319,-0.7485878005544722,0.4424704959830101,C: Acceptable
Journal of Song-Yuan Studies,0.4,1.2,0.118,-0.7486890970763224,0.44209957948764855,C: Acceptable
Comechingonia,0.8,0.763,0.456,-0.7495428104017052,0.4389735456524227,C: Acceptable
Public Works Management and Policy,2.1,0.638,0.285,-0.750515262509946,0.4354127271632253,C: Acceptable
American Journal of Health Behavior,2.5,0.422,0.407,-0.7506904460068903,0.4347712594450363,C: Acceptable
Cultural-Historical Psychology,1.2,0.818,0.31,-0.7508017483029314,0.4343637049029927,C: Acceptable
Crime Prevention and Community Safety,1.8,0.717,0.274,-0.7510193752659589,0.4335668223551233,C: Acceptable
Anthropology in Action,2.6,0.494,0.313,-0.7511737831955304,0.43300142833125543,C: Acceptable
Journal of College Reading and Learning,1.6,0.72,0.313,-0.7528598883961862,0.42682743320866956,C: Acceptable
Artnodes,0.7,0.958,0.28,-0.7537711617143019,0.42349063250418184,C: Acceptable
Materia Socio-Medica,2.1,0.509,0.406,-0.7540203460655216,0.42257819657286705,C: Acceptable
Australian Slavonic and East European Studies,1.6,0.837,0.195,-0.7547320727937877,0.41997207368847056,C: Acceptable
Somatechnics,1.7,0.644,0.362,-0.7548081259190327,0.41969359069456424,C: Acceptable
Journal of Futures Studies,1.7,0.71,0.297,-0.7549072538852042,0.4193306147785794,C: Acceptable
"Sexual Offending: Theory, Research, and Prevention",1.7,0.647,0.356,-0.7566759539610557,0.41285418279949704,C: Acceptable
International and Multidisciplinary Journal of Social Sciences,2.4,0.533,0.31,-0.7570731183710782,0.41139988971660424,C: Acceptable
Australian Journal of Human Rights,1,0.95,0.214,-0.7577028979584295,0.40909383188634624,C: Acceptable
Byzantine and Modern Greek Studies,0.6,1.078,0.178,-0.7578034352723445,0.40872569537534575,C: Acceptable
International Journal of Latin American Religions,1,0.873,0.288,-0.7587089501037212,0.4054099804661133,C: Acceptable
Journal of Chinese Overseas,1.1,0.929,0.209,-0.7596317692616469,0.40203090247154577,C: Acceptable
Letters in Spatial and Resource Sciences,2.9,0.387,0.336,-0.7601574432537717,0.4001060470934909,C: Acceptable
Studia Historiae Scientiarum,1.2,0.803,0.309,-0.7604295597004044,0.3991096409299654,C: Acceptable
Obrazovanie i Nauka,2.2,0.649,0.235,-0.7607427271040704,0.3979629188736934,C: Acceptable
International Indigenous Policy Journal,1.9,0.585,0.365,-0.7609300897419397,0.3972768549128507,C: Acceptable
Senses and Society,1.5,0.715,0.327,-0.7610521714532731,0.3968298294899789,C: Acceptable
Journal of the History of the Neurosciences,0.9,0.953,0.227,-0.7616984985647662,0.39446317975044803,C: Acceptable
Vysshee Obrazovanie v Rossii,2.2,0.608,0.273,-0.7621365784028913,0.3928590670397849,C: Acceptable
MedieKultur,1.7,0.601,0.392,-0.7622988043067539,0.3922650460149904,C: Acceptable
"Journal of Economics, Race, and Policy",1.6,0.55,0.464,-0.7626535204396376,0.39096618537837363,C: Acceptable
Music Therapy Perspectives,1.5,0.699,0.34,-0.7627153277198224,0.39073986625768486,C: Acceptable
Jewish Social Studies,0.5,1.018,0.251,-0.762955898805901,0.38985896943611853,C: Acceptable
Infinity Journal,2,0.688,0.238,-0.7629710393878271,0.38980352931356366,C: Acceptable
Revista Pedagogia Universitaria y Didactica del Derecho,1.1,0.8,0.329,-0.7637486899658543,0.38695601370543387,C: Acceptable
Register: Jurnal Ilmiah Teknologi Sistem Informasi,3.1,0.474,0.197,-0.7654047994936859,0.38089185344821913,C: Acceptable
International Journal of Exercise Science,1.7,0.513,0.473,-0.7656337108607725,0.3800536509070329,C: Acceptable
OBETS,1.6,0.736,0.275,-0.7664926608454338,0.3769084420471223,C: Acceptable
Anthropological Journal of European Cultures,0.9,0.884,0.286,-0.7670735883401542,0.3747812654524564,C: Acceptable
Quality Management in Health Care,2.1,0.561,0.333,-0.7674290805196665,0.3734795631733975,C: Acceptable
Forum (Germany),1.8,0.492,0.468,-0.76756258216399,0.3729907214922321,C: Acceptable
TRaNS: Trans-Regional and -National Studies of Southeast Asia,1.8,0.759,0.204,-0.7686032477734355,0.36918012628473246,C: Acceptable
Inner Asia,0.9,0.977,0.192,-0.7686872399687363,0.3688725728747073,C: Acceptable
Small Axe,0.6,1.034,0.203,-0.7689543643531479,0.36789444609718525,C: Acceptable
Valori e Valutazioni,2.1,0.611,0.28,-0.7698032019010194,0.3647862658493645,C: Acceptable
Tobacco Prevention and Cessation,1.3,0.693,0.379,-0.7699654253993543,0.3641922536328675,C: Acceptable
Journal of Adult Protection,1.7,0.612,0.368,-0.7703711814247689,0.362706500714903,C: Acceptable
Asian and Pacific Migration Journal,1.7,0.573,0.406,-0.7705629028237443,0.36200447632063093,C: Acceptable
International Journal of Asian Business and Information Management,3,0.448,0.235,-0.7715353549319851,0.35844365783143356,C: Acceptable
Uniciencia,1.7,0.732,0.247,-0.772275682418498,0.35573280782689715,C: Acceptable
Studies About Languages,0.8,0.948,0.237,-0.7723381302163805,0.35550414332874297,C: Acceptable
Journal of Visual Literacy,1.2,0.778,0.313,-0.7730088348539453,0.3530482306375241,C: Acceptable
Journal of Modern Jewish Studies,0.6,1.032,0.198,-0.7732156799961529,0.35229082777877985,C: Acceptable
China Journal of Social Work,2,0.56,0.347,-0.7732171037770624,0.35228561433397965,C: Acceptable
Eurasian Journal of Applied Linguistics,2,0.688,0.221,-0.7733722709145691,0.35171744032575114,C: Acceptable
Fabula,0.3,1.157,0.142,-0.7736034767441543,0.350870836173402,C: Acceptable
Forum for Linguistic Studies,0.7,0.971,0.234,-0.7741018262023728,0.34904603477715024,C: Acceptable
"Bijdragen tot de Taal-, Land- en Volkenkunde",1.3,0.847,0.22,-0.7746835297437217,0.34691601654004256,C: Acceptable
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia",0.4,1.159,0.115,-0.7751682714690501,0.34514104244784033,C: Acceptable
Human Rights Quarterly,1.5,0.783,0.236,-0.7758569353840279,0.3426193684440356,C: Acceptable
